MCC,MCC Name,EXIOBASE Name,Network,Year,Unit,AD,AE,AF,AG,AI,AL,AM,AN,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
7251,"Shoe Repair Shops, Shoeshine Parlors, and Hat Cleaning Shops",Retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services),"Visa, Mastercard",2021,kgCO2e/€,0.0349,0.3203,0.452,0.232,0.232,0.4428,0.452,0.232,0.4402,0.452,0.232,0.452,0.1866,0.1786,0.232,0.4428,0.452,0.4428,0.232,0.452,0.1415,0.4402,0.3013,0.3203,0.4402,0.4402,0.232,0.232,0.452,0.232,0.232,0.0695,0.232,0.452,0.232,0.4402,0.4428,0.232,0.246,0.452,0.4402,0.4402,0.4402,0.0753,0.4402,0.452,0.232,0.4402,0.0818,0.232,0.232,0.232,0.4402,0.232,0.452,0.2158,0.9608,0.0272,0.4402,0.1722,0.232,0.232,0.4402,0.232,0.2289,0.3203,0.4402,0.4402,0.0673,0.4402,0.2477,0.452,0.232,0.452,0.4428,0.0349,0.4402,0.0469,0.232,0.452,0.232,0.4428,0.4402,0.0673,0.232,0.4402,0.4402,0.232,0.4402,0.5481,0.232,0.232,0.452,0.4402,0.232,0.0818,0.452,0.232,0.6663,0.232,0.3103,0.3447,0.1898,0.3203,0.4428,0.3356,0.4402,0.3203,0.3203,0.4428,,0.4428,0.232,0.3203,0.1133,0.4402,0.452,0.452,0.452,0.4402,0.232,0.452,0.1622,0.3203,0.232,0.452,0.452,0.3203,0.232,0.4428,0.452,0.4402,0.4402,0.1622,0.1867,0.367,0.4402,0.4402,0.0349,0.4428,0.4428,0.232,0.4402,0.452,0.4428,0.4402,0.452,0.452,0.0818,0.452,0.232,0.4402,0.232,0.2822,0.4402,0.452,0.4402,,0.452,0.4402,0.4402,0.452,0.4402,0.452,0.4402,0.232,0.0491,0.0968,0.452,0.452,0.452,0.452,0.3203,0.232,0.232,0.452,0.452,0.452,0.452,0.1816,0.232,0.452,0.232,0.3203,0.1296,0.452,0.232,0.3203,0.4402,0.0576,0.4428,0.4181,0.4402,0.3203,0.452,0.4402,0.4402,0.0588,0.452,0.4402,0.547,0.4428,0.7409,0.4402,,0.4402,0.4402,0.232,0.4402,0.4402,0.232,0.232,0.3203,0.4402,0.232,0.4402,0.4402,0.4402,0.452,0.452,0.452,0.452,0.452,0.4402,0.452,0.1575,0.232,0.452,0.0758,0.4402,0.4428,0.4402,0.452,0.0267,0.232,0.452,,0.232,0.232,0.232,0.232,0.452,0.452,0.452,0.452,0.4428,0.3203,0.4402,0.1779,0.4402,0.4402
7261,Funeral Services and Crematories,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7273,Dating Services,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7276,Tax Preparation Services,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7277,"Counseling Services – Debt, Marriage, and Personal",Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7278,Buying and Shopping Services and Clubs,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7296,"Clothing Rental – Costumes, Uniforms, Formal Wear",Rental of machinery and equipment (without operator) and of personal and household goods (services),"Visa, Mastercard",2021,kgCO2e/€,0.1086,0.6553,0.4559,0.3423,0.3423,1.4041,0.4559,0.3423,1.3363,0.4559,0.3423,0.4559,0.1202,0.3429,0.3423,1.4041,0.4559,1.4041,0.3423,0.4559,0.2886,1.3363,0.5097,0.6553,1.3363,1.3363,0.3423,0.3423,0.4559,0.3423,0.3423,,0.3423,0.4559,0.3423,1.3363,1.4041,0.3423,0.1542,0.4559,1.3363,1.3363,1.3363,0.0936,1.3363,0.4559,0.3423,1.3363,0.763,0.3423,0.3423,0.3423,1.3363,0.3423,0.4559,0.2747,0.5792,0.1415,1.3363,0.1776,0.3423,0.3423,1.3363,0.3423,0.5588,0.6553,1.3363,1.3363,0.1595,1.3363,0.4017,0.4559,0.3423,0.4559,1.4041,0.1086,1.3363,0.1097,0.3423,0.4559,0.3423,1.4041,1.3363,0.1595,0.3423,1.3363,1.3363,0.3423,1.3363,,0.3423,0.3423,0.4559,1.3363,0.3423,0.763,0.4559,0.3423,1.118,0.3423,0.4375,0.605,0.1646,0.6553,1.4041,0.7381,1.3363,0.6553,0.6553,1.4041,0.1925,1.4041,0.3423,0.6553,0.0894,1.3363,0.4559,0.4559,0.4559,1.3363,0.3423,0.4559,0.2383,0.6553,0.3423,0.4559,0.4559,0.6553,0.3423,1.4041,0.4559,1.3363,1.3363,0.282,0.1623,0.3621,1.3363,1.3363,0.1086,1.4041,1.4041,0.3423,1.3363,0.4559,1.4041,1.3363,0.4559,0.4559,0.763,0.4559,0.3423,1.3363,0.3423,0.5069,1.3363,0.4559,1.3363,0.6706,0.4559,1.3363,1.3363,0.4559,1.3363,0.4559,1.3363,0.3423,0.2049,0.3494,0.4559,0.4559,0.4559,0.4559,0.6553,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,0.4522,0.3423,0.4559,0.3423,0.6553,0.2865,0.4559,0.3423,0.6553,1.3363,0.0681,1.4041,0.2835,1.3363,0.6553,0.4559,1.3363,1.3363,0.1226,0.4559,1.3363,0.612,1.4041,0.4289,1.3363,0.1925,1.3363,1.3363,0.3423,1.3363,1.3363,0.3423,0.3423,0.6553,1.3363,0.3423,1.3363,1.3363,1.3363,0.4559,0.4559,0.4559,0.4559,0.4559,1.3363,0.4559,0.3264,0.3423,0.4559,0.3969,1.3363,1.4041,1.3363,0.4559,0.0879,0.3423,0.4559,0.1925,0.3423,0.3423,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,1.4041,0.6553,1.3363,0.8492,1.3363,1.3363
7297,Massage Parlors,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7298,Health and Beauty Spas,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7299,Miscellaneous Personal Services (Not Elsewhere Classified),Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
