NACE Code,NACE Name,EXIOBASE Code,EXIOBASE Name,Year,Unit,AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW
1623,Manufacture of other builders' carpentry and joinery,p20,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),2019,tCO2e/M€,283.77,458.73,1328.25,294.70,294.70,944.33,1328.25,1190.78,1328.25,294.70,1328.25,328.20,769.51,294.70,944.33,1328.25,944.33,294.70,1328.25,282.26,1190.78,810.18,458.73,1190.78,1190.78,294.70,294.70,1328.25,294.70,294.70,736.28,294.70,1328.25,294.70,1190.78,944.33,294.70,783.22,1328.25,1190.78,1190.78,1190.78,320.72,1190.78,1328.25,294.70,1190.78,220.53,294.70,294.70,294.70,1190.78,294.70,1328.25,582.19,744.40,282.65,1190.78,433.06,294.70,294.70,1190.78,294.70,769.99,458.73,1190.78,1190.78,427.50,1190.78,429.20,1328.25,294.70,1328.25,944.33,283.77,1190.78,572.50,294.70,1328.25,294.70,944.33,1190.78,427.50,294.70,1190.78,1190.78,294.70,1190.78,599.91,294.70,294.70,1328.25,1190.78,294.70,220.53,1328.25,294.70,270.73,294.70,762.48,1240.92,746.84,458.73,944.33,1947.32,1190.78,458.73,458.73,944.33,288.85,944.33,294.70,458.73,559.13,1190.78,1328.25,1328.25,1328.25,1190.78,294.70,1328.25,356.30,458.73,294.70,1328.25,1328.25,458.73,294.70,320.72,1328.25,1190.78,1190.78,665.19,597.86,630.49,1190.78,1190.78,283.77,944.33,944.33,294.70,1190.78,1328.25,944.33,1190.78,1328.25,1328.25,220.53,1328.25,294.70,1190.78,294.70,625.14,1190.78,1328.25,1190.78,605.70,1328.25,1190.78,1190.78,1328.25,1190.78,1328.25,1190.78,294.70,424.31,222.19,1328.25,1328.25,1328.25,1328.25,458.73,294.70,294.70,1328.25,1328.25,1328.25,1328.25,784.76,294.70,1328.25,294.70,458.73,466.97,1328.25,294.70,458.73,1190.78,570.95,944.33,1175.66,1190.78,458.73,1328.25,1190.78,1190.78,256.84,1328.25,1190.78,379.67,944.33,570.83,1190.78,288.85,1190.78,1190.78,294.70,1190.78,1190.78,294.70,294.70,458.73,1190.78,294.70,1190.78,1190.78,1190.78,1328.25,1328.25,1328.25,1328.25,1328.25,1190.78,1328.25,1268.92,294.70,1328.25,1065.03,1190.78,944.33,1190.78,1328.25,271.94,294.70,1328.25,288.85,294.70,294.70,294.70,294.70,1328.25,1328.25,1328.25,1328.25,458.73,1190.78,559.01,1190.78,1190.78
1624,Manufacture of wooden containers,p20,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),2019,tCO2e/M€,283.77,458.73,1328.25,294.70,294.70,944.33,1328.25,1190.78,1328.25,294.70,1328.25,328.20,769.51,294.70,944.33,1328.25,944.33,294.70,1328.25,282.26,1190.78,810.18,458.73,1190.78,1190.78,294.70,294.70,1328.25,294.70,294.70,736.28,294.70,1328.25,294.70,1190.78,944.33,294.70,783.22,1328.25,1190.78,1190.78,1190.78,320.72,1190.78,1328.25,294.70,1190.78,220.53,294.70,294.70,294.70,1190.78,294.70,1328.25,582.19,744.40,282.65,1190.78,433.06,294.70,294.70,1190.78,294.70,769.99,458.73,1190.78,1190.78,427.50,1190.78,429.20,1328.25,294.70,1328.25,944.33,283.77,1190.78,572.50,294.70,1328.25,294.70,944.33,1190.78,427.50,294.70,1190.78,1190.78,294.70,1190.78,599.91,294.70,294.70,1328.25,1190.78,294.70,220.53,1328.25,294.70,270.73,294.70,762.48,1240.92,746.84,458.73,944.33,1947.32,1190.78,458.73,458.73,944.33,288.85,944.33,294.70,458.73,559.13,1190.78,1328.25,1328.25,1328.25,1190.78,294.70,1328.25,356.30,458.73,294.70,1328.25,1328.25,458.73,294.70,320.72,1328.25,1190.78,1190.78,665.19,597.86,630.49,1190.78,1190.78,283.77,944.33,944.33,294.70,1190.78,1328.25,944.33,1190.78,1328.25,1328.25,220.53,1328.25,294.70,1190.78,294.70,625.14,1190.78,1328.25,1190.78,605.70,1328.25,1190.78,1190.78,1328.25,1190.78,1328.25,1190.78,294.70,424.31,222.19,1328.25,1328.25,1328.25,1328.25,458.73,294.70,294.70,1328.25,1328.25,1328.25,1328.25,784.76,294.70,1328.25,294.70,458.73,466.97,1328.25,294.70,458.73,1190.78,570.95,944.33,1175.66,1190.78,458.73,1328.25,1190.78,1190.78,256.84,1328.25,1190.78,379.67,944.33,570.83,1190.78,288.85,1190.78,1190.78,294.70,1190.78,1190.78,294.70,294.70,458.73,1190.78,294.70,1190.78,1190.78,1190.78,1328.25,1328.25,1328.25,1328.25,1328.25,1190.78,1328.25,1268.92,294.70,1328.25,1065.03,1190.78,944.33,1190.78,1328.25,271.94,294.70,1328.25,288.85,294.70,294.70,294.70,294.70,1328.25,1328.25,1328.25,1328.25,458.73,1190.78,559.01,1190.78,1190.78
1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",p20,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),2019,tCO2e/M€,283.77,458.73,1328.25,294.70,294.70,944.33,1328.25,1190.78,1328.25,294.70,1328.25,328.20,769.51,294.70,944.33,1328.25,944.33,294.70,1328.25,282.26,1190.78,810.18,458.73,1190.78,1190.78,294.70,294.70,1328.25,294.70,294.70,736.28,294.70,1328.25,294.70,1190.78,944.33,294.70,783.22,1328.25,1190.78,1190.78,1190.78,320.72,1190.78,1328.25,294.70,1190.78,220.53,294.70,294.70,294.70,1190.78,294.70,1328.25,582.19,744.40,282.65,1190.78,433.06,294.70,294.70,1190.78,294.70,769.99,458.73,1190.78,1190.78,427.50,1190.78,429.20,1328.25,294.70,1328.25,944.33,283.77,1190.78,572.50,294.70,1328.25,294.70,944.33,1190.78,427.50,294.70,1190.78,1190.78,294.70,1190.78,599.91,294.70,294.70,1328.25,1190.78,294.70,220.53,1328.25,294.70,270.73,294.70,762.48,1240.92,746.84,458.73,944.33,1947.32,1190.78,458.73,458.73,944.33,288.85,944.33,294.70,458.73,559.13,1190.78,1328.25,1328.25,1328.25,1190.78,294.70,1328.25,356.30,458.73,294.70,1328.25,1328.25,458.73,294.70,320.72,1328.25,1190.78,1190.78,665.19,597.86,630.49,1190.78,1190.78,283.77,944.33,944.33,294.70,1190.78,1328.25,944.33,1190.78,1328.25,1328.25,220.53,1328.25,294.70,1190.78,294.70,625.14,1190.78,1328.25,1190.78,605.70,1328.25,1190.78,1190.78,1328.25,1190.78,1328.25,1190.78,294.70,424.31,222.19,1328.25,1328.25,1328.25,1328.25,458.73,294.70,294.70,1328.25,1328.25,1328.25,1328.25,784.76,294.70,1328.25,294.70,458.73,466.97,1328.25,294.70,458.73,1190.78,570.95,944.33,1175.66,1190.78,458.73,1328.25,1190.78,1190.78,256.84,1328.25,1190.78,379.67,944.33,570.83,1190.78,288.85,1190.78,1190.78,294.70,1190.78,1190.78,294.70,294.70,458.73,1190.78,294.70,1190.78,1190.78,1190.78,1328.25,1328.25,1328.25,1328.25,1328.25,1190.78,1328.25,1268.92,294.70,1328.25,1065.03,1190.78,944.33,1190.78,1328.25,271.94,294.70,1328.25,288.85,294.70,294.70,294.70,294.70,1328.25,1328.25,1328.25,1328.25,458.73,1190.78,559.01,1190.78,1190.78
1711,Manufacture of pulp,p21.1,Pulp,2019,tCO2e/M€,373.87,576.24,2691.55,1955.90,1955.90,1676.31,2691.55,1650.49,2691.55,1955.90,2691.55,448.74,2190.10,1955.90,1676.31,2691.55,1676.31,1955.90,2691.55,428.20,1650.49,1036.19,576.24,1650.49,1650.49,1955.90,1955.90,2691.55,1955.90,1955.90,1185.15,1955.90,2691.55,1955.90,1650.49,1676.31,1955.90,1618.75,2691.55,1650.49,1650.49,1650.49,650.44,1650.49,2691.55,1955.90,1650.49,2073.28,1955.90,1955.90,1955.90,1650.49,1955.90,2691.55,3053.66,990.42,511.40,1650.49,412.67,1955.90,1955.90,1650.49,1955.90,556.82,576.24,1650.49,1650.49,1411.84,1650.49,921.69,2691.55,1955.90,2691.55,1676.31,373.87,1650.49,256.67,1955.90,2691.55,1955.90,1676.31,1650.49,1411.84,1955.90,1650.49,1650.49,1955.90,1650.49,597.78,1955.90,1955.90,2691.55,1650.49,1955.90,2073.28,2691.55,1955.90,736.55,1955.90,823.08,2722.33,669.12,576.24,1676.31,2390.66,1650.49,576.24,576.24,1676.31,456.34,1676.31,1955.90,576.24,6491.88,1650.49,2691.55,2691.55,2691.55,1650.49,1955.90,2691.55,754.77,576.24,1955.90,2691.55,2691.55,576.24,1955.90,650.44,2691.55,1650.49,1650.49,1104.21,1245.98,651.57,1650.49,1650.49,373.87,1676.31,1676.31,1955.90,1650.49,2691.55,1676.31,1650.49,2691.55,2691.55,2073.28,2691.55,1955.90,1650.49,1955.90,579.26,1650.49,2691.55,1650.49,4504.48,2691.55,1650.49,1650.49,2691.55,1650.49,2691.55,1650.49,1955.90,671.60,331.02,2691.55,2691.55,2691.55,2691.55,576.24,1955.90,1955.90,2691.55,2691.55,2691.55,2691.55,814.34,1955.90,2691.55,1955.90,576.24,1051.11,2691.55,1955.90,576.24,1650.49,683.40,1676.31,2950.65,1650.49,576.24,2691.55,1650.49,1650.49,353.33,2691.55,1650.49,723.80,1676.31,612.25,1650.49,456.34,1650.49,1650.49,1955.90,1650.49,1650.49,1955.90,1955.90,576.24,1650.49,1955.90,1650.49,1650.49,1650.49,2691.55,2691.55,2691.55,2691.55,2691.55,1650.49,2691.55,2501.06,1955.90,2691.55,1022.49,1650.49,1676.31,1650.49,2691.55,11009.90,1955.90,2691.55,456.34,1955.90,1955.90,1955.90,1955.90,2691.55,2691.55,2691.55,2691.55,576.24,1650.49,1099.04,1650.49,1650.49
1712,Manufacture of paper and paperboard,p21.2,Paper and paper products,2019,tCO2e/M€,422.44,528.45,1553.13,535.96,535.96,1599.14,1553.13,894.56,1553.13,535.96,1553.13,505.61,982.69,535.96,1599.14,1553.13,1599.14,535.96,1553.13,369.58,894.56,642.79,528.45,894.56,894.56,535.96,535.96,1553.13,535.96,535.96,597.90,535.96,1553.13,535.96,894.56,1599.14,535.96,509.27,1553.13,894.56,894.56,894.56,386.95,894.56,1553.13,535.96,894.56,909.44,535.96,535.96,535.96,894.56,535.96,1553.13,1559.70,778.48,595.89,894.56,463.37,535.96,535.96,894.56,535.96,620.95,528.45,894.56,894.56,576.52,894.56,610.50,1553.13,535.96,1553.13,1599.14,422.44,894.56,391.88,535.96,1553.13,535.96,1599.14,894.56,576.52,535.96,894.56,894.56,535.96,894.56,590.11,535.96,535.96,1553.13,894.56,535.96,909.44,1553.13,535.96,514.72,535.96,736.82,1374.36,809.92,528.45,1599.14,1769.90,894.56,528.45,528.45,1599.14,456.77,1599.14,535.96,528.45,969.85,894.56,1553.13,1553.13,1553.13,894.56,535.96,1553.13,1181.55,528.45,535.96,1553.13,1553.13,528.45,535.96,386.95,1553.13,894.56,894.56,740.68,910.32,743.76,894.56,894.56,422.44,1599.14,1599.14,535.96,894.56,1553.13,1599.14,894.56,1553.13,1553.13,909.44,1553.13,535.96,894.56,535.96,484.91,894.56,1553.13,894.56,868.52,1553.13,894.56,894.56,1553.13,894.56,1553.13,894.56,535.96,621.23,254.99,1553.13,1553.13,1553.13,1553.13,528.45,535.96,535.96,1553.13,1553.13,1553.13,1553.13,888.70,535.96,1553.13,535.96,528.45,606.42,1553.13,535.96,528.45,894.56,522.37,1599.14,1435.23,894.56,528.45,1553.13,894.56,894.56,339.47,1553.13,894.56,574.43,1599.14,612.34,894.56,456.77,894.56,894.56,535.96,894.56,894.56,535.96,535.96,528.45,894.56,535.96,894.56,894.56,894.56,1553.13,1553.13,1553.13,1553.13,1553.13,894.56,1553.13,1270.68,535.96,1553.13,498.78,894.56,1599.14,894.56,1553.13,363.70,535.96,1553.13,456.77,535.96,535.96,535.96,535.96,1553.13,1553.13,1553.13,1553.13,528.45,894.56,1371.97,894.56,894.56
1721,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,p21.2,Paper and paper products,2019,tCO2e/M€,422.44,528.45,1553.13,535.96,535.96,1599.14,1553.13,894.56,1553.13,535.96,1553.13,505.61,982.69,535.96,1599.14,1553.13,1599.14,535.96,1553.13,369.58,894.56,642.79,528.45,894.56,894.56,535.96,535.96,1553.13,535.96,535.96,597.90,535.96,1553.13,535.96,894.56,1599.14,535.96,509.27,1553.13,894.56,894.56,894.56,386.95,894.56,1553.13,535.96,894.56,909.44,535.96,535.96,535.96,894.56,535.96,1553.13,1559.70,778.48,595.89,894.56,463.37,535.96,535.96,894.56,535.96,620.95,528.45,894.56,894.56,576.52,894.56,610.50,1553.13,535.96,1553.13,1599.14,422.44,894.56,391.88,535.96,1553.13,535.96,1599.14,894.56,576.52,535.96,894.56,894.56,535.96,894.56,590.11,535.96,535.96,1553.13,894.56,535.96,909.44,1553.13,535.96,514.72,535.96,736.82,1374.36,809.92,528.45,1599.14,1769.90,894.56,528.45,528.45,1599.14,456.77,1599.14,535.96,528.45,969.85,894.56,1553.13,1553.13,1553.13,894.56,535.96,1553.13,1181.55,528.45,535.96,1553.13,1553.13,528.45,535.96,386.95,1553.13,894.56,894.56,740.68,910.32,743.76,894.56,894.56,422.44,1599.14,1599.14,535.96,894.56,1553.13,1599.14,894.56,1553.13,1553.13,909.44,1553.13,535.96,894.56,535.96,484.91,894.56,1553.13,894.56,868.52,1553.13,894.56,894.56,1553.13,894.56,1553.13,894.56,535.96,621.23,254.99,1553.13,1553.13,1553.13,1553.13,528.45,535.96,535.96,1553.13,1553.13,1553.13,1553.13,888.70,535.96,1553.13,535.96,528.45,606.42,1553.13,535.96,528.45,894.56,522.37,1599.14,1435.23,894.56,528.45,1553.13,894.56,894.56,339.47,1553.13,894.56,574.43,1599.14,612.34,894.56,456.77,894.56,894.56,535.96,894.56,894.56,535.96,535.96,528.45,894.56,535.96,894.56,894.56,894.56,1553.13,1553.13,1553.13,1553.13,1553.13,894.56,1553.13,1270.68,535.96,1553.13,498.78,894.56,1599.14,894.56,1553.13,363.70,535.96,1553.13,456.77,535.96,535.96,535.96,535.96,1553.13,1553.13,1553.13,1553.13,528.45,894.56,1371.97,894.56,894.56
1722,Manufacture of household and sanitary goods and of toilet requisites,p21.2,Paper and paper products,2019,tCO2e/M€,422.44,528.45,1553.13,535.96,535.96,1599.14,1553.13,894.56,1553.13,535.96,1553.13,505.61,982.69,535.96,1599.14,1553.13,1599.14,535.96,1553.13,369.58,894.56,642.79,528.45,894.56,894.56,535.96,535.96,1553.13,535.96,535.96,597.90,535.96,1553.13,535.96,894.56,1599.14,535.96,509.27,1553.13,894.56,894.56,894.56,386.95,894.56,1553.13,535.96,894.56,909.44,535.96,535.96,535.96,894.56,535.96,1553.13,1559.70,778.48,595.89,894.56,463.37,535.96,535.96,894.56,535.96,620.95,528.45,894.56,894.56,576.52,894.56,610.50,1553.13,535.96,1553.13,1599.14,422.44,894.56,391.88,535.96,1553.13,535.96,1599.14,894.56,576.52,535.96,894.56,894.56,535.96,894.56,590.11,535.96,535.96,1553.13,894.56,535.96,909.44,1553.13,535.96,514.72,535.96,736.82,1374.36,809.92,528.45,1599.14,1769.90,894.56,528.45,528.45,1599.14,456.77,1599.14,535.96,528.45,969.85,894.56,1553.13,1553.13,1553.13,894.56,535.96,1553.13,1181.55,528.45,535.96,1553.13,1553.13,528.45,535.96,386.95,1553.13,894.56,894.56,740.68,910.32,743.76,894.56,894.56,422.44,1599.14,1599.14,535.96,894.56,1553.13,1599.14,894.56,1553.13,1553.13,909.44,1553.13,535.96,894.56,535.96,484.91,894.56,1553.13,894.56,868.52,1553.13,894.56,894.56,1553.13,894.56,1553.13,894.56,535.96,621.23,254.99,1553.13,1553.13,1553.13,1553.13,528.45,535.96,535.96,1553.13,1553.13,1553.13,1553.13,888.70,535.96,1553.13,535.96,528.45,606.42,1553.13,535.96,528.45,894.56,522.37,1599.14,1435.23,894.56,528.45,1553.13,894.56,894.56,339.47,1553.13,894.56,574.43,1599.14,612.34,894.56,456.77,894.56,894.56,535.96,894.56,894.56,535.96,535.96,528.45,894.56,535.96,894.56,894.56,894.56,1553.13,1553.13,1553.13,1553.13,1553.13,894.56,1553.13,1270.68,535.96,1553.13,498.78,894.56,1599.14,894.56,1553.13,363.70,535.96,1553.13,456.77,535.96,535.96,535.96,535.96,1553.13,1553.13,1553.13,1553.13,528.45,894.56,1371.97,894.56,894.56
1723,Manufacture of paper stationery,p21.2,Paper and paper products,2019,tCO2e/M€,422.44,528.45,1553.13,535.96,535.96,1599.14,1553.13,894.56,1553.13,535.96,1553.13,505.61,982.69,535.96,1599.14,1553.13,1599.14,535.96,1553.13,369.58,894.56,642.79,528.45,894.56,894.56,535.96,535.96,1553.13,535.96,535.96,597.90,535.96,1553.13,535.96,894.56,1599.14,535.96,509.27,1553.13,894.56,894.56,894.56,386.95,894.56,1553.13,535.96,894.56,909.44,535.96,535.96,535.96,894.56,535.96,1553.13,1559.70,778.48,595.89,894.56,463.37,535.96,535.96,894.56,535.96,620.95,528.45,894.56,894.56,576.52,894.56,610.50,1553.13,535.96,1553.13,1599.14,422.44,894.56,391.88,535.96,1553.13,535.96,1599.14,894.56,576.52,535.96,894.56,894.56,535.96,894.56,590.11,535.96,535.96,1553.13,894.56,535.96,909.44,1553.13,535.96,514.72,535.96,736.82,1374.36,809.92,528.45,1599.14,1769.90,894.56,528.45,528.45,1599.14,456.77,1599.14,535.96,528.45,969.85,894.56,1553.13,1553.13,1553.13,894.56,535.96,1553.13,1181.55,528.45,535.96,1553.13,1553.13,528.45,535.96,386.95,1553.13,894.56,894.56,740.68,910.32,743.76,894.56,894.56,422.44,1599.14,1599.14,535.96,894.56,1553.13,1599.14,894.56,1553.13,1553.13,909.44,1553.13,535.96,894.56,535.96,484.91,894.56,1553.13,894.56,868.52,1553.13,894.56,894.56,1553.13,894.56,1553.13,894.56,535.96,621.23,254.99,1553.13,1553.13,1553.13,1553.13,528.45,535.96,535.96,1553.13,1553.13,1553.13,1553.13,888.70,535.96,1553.13,535.96,528.45,606.42,1553.13,535.96,528.45,894.56,522.37,1599.14,1435.23,894.56,528.45,1553.13,894.56,894.56,339.47,1553.13,894.56,574.43,1599.14,612.34,894.56,456.77,894.56,894.56,535.96,894.56,894.56,535.96,535.96,528.45,894.56,535.96,894.56,894.56,894.56,1553.13,1553.13,1553.13,1553.13,1553.13,894.56,1553.13,1270.68,535.96,1553.13,498.78,894.56,1599.14,894.56,1553.13,363.70,535.96,1553.13,456.77,535.96,535.96,535.96,535.96,1553.13,1553.13,1553.13,1553.13,528.45,894.56,1371.97,894.56,894.56
1724,Manufacture of wallpaper,p21.2,Paper and paper products,2019,tCO2e/M€,422.44,528.45,1553.13,535.96,535.96,1599.14,1553.13,894.56,1553.13,535.96,1553.13,505.61,982.69,535.96,1599.14,1553.13,1599.14,535.96,1553.13,369.58,894.56,642.79,528.45,894.56,894.56,535.96,535.96,1553.13,535.96,535.96,597.90,535.96,1553.13,535.96,894.56,1599.14,535.96,509.27,1553.13,894.56,894.56,894.56,386.95,894.56,1553.13,535.96,894.56,909.44,535.96,535.96,535.96,894.56,535.96,1553.13,1559.70,778.48,595.89,894.56,463.37,535.96,535.96,894.56,535.96,620.95,528.45,894.56,894.56,576.52,894.56,610.50,1553.13,535.96,1553.13,1599.14,422.44,894.56,391.88,535.96,1553.13,535.96,1599.14,894.56,576.52,535.96,894.56,894.56,535.96,894.56,590.11,535.96,535.96,1553.13,894.56,535.96,909.44,1553.13,535.96,514.72,535.96,736.82,1374.36,809.92,528.45,1599.14,1769.90,894.56,528.45,528.45,1599.14,456.77,1599.14,535.96,528.45,969.85,894.56,1553.13,1553.13,1553.13,894.56,535.96,1553.13,1181.55,528.45,535.96,1553.13,1553.13,528.45,535.96,386.95,1553.13,894.56,894.56,740.68,910.32,743.76,894.56,894.56,422.44,1599.14,1599.14,535.96,894.56,1553.13,1599.14,894.56,1553.13,1553.13,909.44,1553.13,535.96,894.56,535.96,484.91,894.56,1553.13,894.56,868.52,1553.13,894.56,894.56,1553.13,894.56,1553.13,894.56,535.96,621.23,254.99,1553.13,1553.13,1553.13,1553.13,528.45,535.96,535.96,1553.13,1553.13,1553.13,1553.13,888.70,535.96,1553.13,535.96,528.45,606.42,1553.13,535.96,528.45,894.56,522.37,1599.14,1435.23,894.56,528.45,1553.13,894.56,894.56,339.47,1553.13,894.56,574.43,1599.14,612.34,894.56,456.77,894.56,894.56,535.96,894.56,894.56,535.96,535.96,528.45,894.56,535.96,894.56,894.56,894.56,1553.13,1553.13,1553.13,1553.13,1553.13,894.56,1553.13,1270.68,535.96,1553.13,498.78,894.56,1599.14,894.56,1553.13,363.70,535.96,1553.13,456.77,535.96,535.96,535.96,535.96,1553.13,1553.13,1553.13,1553.13,528.45,894.56,1371.97,894.56,894.56
1729,Manufacture of other articles of paper and paperboard,p21.2,Paper and paper products,2019,tCO2e/M€,422.44,528.45,1553.13,535.96,535.96,1599.14,1553.13,894.56,1553.13,535.96,1553.13,505.61,982.69,535.96,1599.14,1553.13,1599.14,535.96,1553.13,369.58,894.56,642.79,528.45,894.56,894.56,535.96,535.96,1553.13,535.96,535.96,597.90,535.96,1553.13,535.96,894.56,1599.14,535.96,509.27,1553.13,894.56,894.56,894.56,386.95,894.56,1553.13,535.96,894.56,909.44,535.96,535.96,535.96,894.56,535.96,1553.13,1559.70,778.48,595.89,894.56,463.37,535.96,535.96,894.56,535.96,620.95,528.45,894.56,894.56,576.52,894.56,610.50,1553.13,535.96,1553.13,1599.14,422.44,894.56,391.88,535.96,1553.13,535.96,1599.14,894.56,576.52,535.96,894.56,894.56,535.96,894.56,590.11,535.96,535.96,1553.13,894.56,535.96,909.44,1553.13,535.96,514.72,535.96,736.82,1374.36,809.92,528.45,1599.14,1769.90,894.56,528.45,528.45,1599.14,456.77,1599.14,535.96,528.45,969.85,894.56,1553.13,1553.13,1553.13,894.56,535.96,1553.13,1181.55,528.45,535.96,1553.13,1553.13,528.45,535.96,386.95,1553.13,894.56,894.56,740.68,910.32,743.76,894.56,894.56,422.44,1599.14,1599.14,535.96,894.56,1553.13,1599.14,894.56,1553.13,1553.13,909.44,1553.13,535.96,894.56,535.96,484.91,894.56,1553.13,894.56,868.52,1553.13,894.56,894.56,1553.13,894.56,1553.13,894.56,535.96,621.23,254.99,1553.13,1553.13,1553.13,1553.13,528.45,535.96,535.96,1553.13,1553.13,1553.13,1553.13,888.70,535.96,1553.13,535.96,528.45,606.42,1553.13,535.96,528.45,894.56,522.37,1599.14,1435.23,894.56,528.45,1553.13,894.56,894.56,339.47,1553.13,894.56,574.43,1599.14,612.34,894.56,456.77,894.56,894.56,535.96,894.56,894.56,535.96,535.96,528.45,894.56,535.96,894.56,894.56,894.56,1553.13,1553.13,1553.13,1553.13,1553.13,894.56,1553.13,1270.68,535.96,1553.13,498.78,894.56,1599.14,894.56,1553.13,363.70,535.96,1553.13,456.77,535.96,535.96,535.96,535.96,1553.13,1553.13,1553.13,1553.13,528.45,894.56,1371.97,894.56,894.56
1811,Printing of newspapers,p22,Printed matter and recorded media (22),2019,tCO2e/M€,100.72,207.09,583.41,241.47,241.47,477.45,583.41,528.85,583.41,241.47,583.41,150.45,770.61,241.47,477.45,583.41,477.45,241.47,583.41,265.52,528.85,464.12,207.09,528.85,528.85,241.47,241.47,583.41,241.47,241.47,308.57,241.47,583.41,241.47,528.85,477.45,241.47,263.99,583.41,528.85,528.85,528.85,141.03,528.85,583.41,241.47,528.85,728.35,241.47,241.47,241.47,528.85,241.47,583.41,888.56,560.20,195.95,528.85,440.93,241.47,241.47,528.85,241.47,174.63,207.09,528.85,528.85,397.07,528.85,159.64,583.41,241.47,583.41,477.45,100.72,528.85,246.25,241.47,583.41,241.47,477.45,528.85,397.07,241.47,528.85,528.85,241.47,528.85,111.32,241.47,241.47,583.41,528.85,241.47,728.35,583.41,241.47,368.93,241.47,540.79,914.91,264.96,207.09,477.45,1721.67,528.85,207.09,207.09,477.45,194.21,477.45,241.47,207.09,317.17,528.85,583.41,583.41,583.41,528.85,241.47,583.41,1006.95,207.09,241.47,583.41,583.41,207.09,241.47,141.03,583.41,528.85,528.85,369.04,1051.36,482.77,528.85,528.85,100.72,477.45,477.45,241.47,528.85,583.41,477.45,528.85,583.41,583.41,728.35,583.41,241.47,528.85,241.47,275.32,528.85,583.41,528.85,218.09,583.41,528.85,528.85,583.41,528.85,583.41,528.85,241.47,321.73,141.69,583.41,583.41,583.41,583.41,207.09,241.47,241.47,583.41,583.41,583.41,583.41,505.84,241.47,583.41,241.47,207.09,499.88,583.41,241.47,207.09,528.85,518.40,477.45,585.49,528.85,207.09,583.41,528.85,528.85,132.64,583.41,528.85,311.32,477.45,516.85,528.85,194.21,528.85,528.85,241.47,528.85,528.85,241.47,241.47,207.09,528.85,241.47,528.85,528.85,528.85,583.41,583.41,583.41,583.41,583.41,528.85,583.41,1081.56,241.47,583.41,129.84,528.85,477.45,528.85,583.41,125.19,241.47,583.41,194.21,241.47,241.47,241.47,241.47,583.41,583.41,583.41,583.41,207.09,528.85,559.22,528.85,528.85
