NACE Code,NACE Name,EXIOBASE Code,EXIOBASE Name,Year,Unit,AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW
4752,"Retail sale of hardware, paints and glass in specialised stores",p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4753,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4754,Retail sale of electrical household appliances in specialised stores,p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4759,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4761,Retail sale of books in specialised stores,p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4762,Retail sale of newspapers and stationery in specialised stores,p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4763,Retail sale of music and video recordings in specialised stores,p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4764,Retail sale of sporting equipment in specialised stores,p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4765,Retail sale of games and toys in specialised stores,p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4771,Retail sale of clothing in specialised stores,p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4772,Retail sale of footwear and leather goods in specialised stores,p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
4773,Dispensing chemist in specialised stores,p52,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2019,tCO2e/M€,147.96,267.56,493.12,335.15,335.15,596.07,493.12,595.07,493.12,335.15,493.12,267.34,701.38,335.15,596.07,493.12,596.07,335.15,493.12,154.47,595.07,1307.45,267.56,595.07,595.07,335.15,335.15,493.12,335.15,335.15,301.02,335.15,493.12,335.15,595.07,596.07,335.15,415.48,493.12,595.07,595.07,595.07,234.51,595.07,493.12,335.15,595.07,422.21,335.15,335.15,335.15,595.07,335.15,493.12,316.36,535.43,241.03,595.07,491.13,335.15,335.15,595.07,335.15,418.64,267.56,595.07,595.07,370.11,595.07,470.08,493.12,335.15,493.12,596.07,147.96,595.07,196.19,335.15,493.12,335.15,596.07,595.07,370.11,335.15,595.07,595.07,335.15,595.07,337.46,335.15,335.15,493.12,595.07,335.15,422.21,493.12,335.15,615.27,335.15,329.32,1287.34,221.25,267.56,596.07,217.92,595.07,267.56,267.56,596.07,224.39,596.07,335.15,267.56,186.65,595.07,493.12,493.12,493.12,595.07,335.15,493.12,272.32,267.56,335.15,493.12,493.12,267.56,335.15,234.51,493.12,595.07,595.07,1175.78,449.98,225.05,595.07,595.07,147.96,596.07,596.07,335.15,595.07,493.12,596.07,595.07,493.12,493.12,422.21,493.12,335.15,595.07,335.15,325.00,595.07,493.12,595.07,763.72,493.12,595.07,595.07,493.12,595.07,493.12,595.07,335.15,285.22,193.90,493.12,493.12,493.12,493.12,267.56,335.15,335.15,493.12,493.12,493.12,493.12,293.37,335.15,493.12,335.15,267.56,660.04,493.12,335.15,267.56,595.07,160.19,596.07,220.67,595.07,267.56,493.12,595.07,595.07,81.19,493.12,595.07,558.76,596.07,338.78,595.07,224.39,595.07,595.07,335.15,595.07,595.07,335.15,335.15,267.56,595.07,335.15,595.07,595.07,595.07,493.12,493.12,493.12,493.12,493.12,595.07,493.12,928.54,335.15,493.12,1016.26,595.07,596.07,595.07,493.12,223.96,335.15,493.12,224.39,335.15,335.15,335.15,335.15,493.12,493.12,493.12,493.12,267.56,595.07,704.22,595.07,595.07
